,Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Timestamp
7023,la mesa food truck new london ct,47,47,90,80.7,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,4,8/23/2020
7024,thanks a latte printable dunkin donuts,12,12,30,84.44,0.0,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0.0,0,1.0,62,8/19/2020
7025,sippeelwin com,2,2,2900,75.97,0.0,https://news.dunkindonuts.com/blog/dunkin-sip-peel-win,377,0.0,0,0.0,5410,8/30/2020
7026,cappuccino vs coffee caffeine,82,82,170,72.54,0.0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,0,0.0,0,0.15,11200000,8/15/2020
7027,starbucks refreshers peach passion fruit,76,76,50,82.61,0.0,https://news.dunkindonuts.com/news/dunkin-refreshers,0,0.0,0,0.35,69,8/20/2020
7028,dunkin donuts coconut cream pie syrup,2,2,40,83.58,0.0,https://news.dunkindonuts.com/blog/the-story-behind-our-new-coconut-creme-pie-flavored-coffee,5,0.0,0,0.29,574000,8/18/2020
7029,order cheese,86,86,170,75.2,0.82,https://www.dunkindonuts.com/en/menu/sandwiches-and-more/sausage-egg-cheese,0,0.0,0,1.0,733000000,8/15/2020
7030,coffee brand gifts,84,84,1300,84.95,3.48,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0.0,0,0.32,284000000,8/16/2020
7031,calories in a caramel bar,77,77,90,77.94,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,0.0,16800000,8/24/2020
7032,dunkin donuts davenport,1,1,210,87.38,0.0,https://www.dunkindonuts.com/,168,0.0,0,0.0,86,8/17/2020
7033,toasted asiago flavor sticks,19,19,30,73.78,0.0,https://www.dunkindonuts.com/en/food-drinks/bakery-snacks/bagels,0,0.0,0,0.0,457000,8/15/2020
7034,huntington park estates meridian ms,44,44,30,74.88,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,81,8/17/2020
7035,dunkin donuts irish creme coffee calories,2,2,70,78.89,0.0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf,9,0.0,0,0.05,728000,8/23/2020
7036,portable ice cream sundae bar,71,71,30,64.27,0.0,https://news.dunkindonuts.com/blog/culinary-corner:-baskin-robbins-iced-coffee-pairings,0,0.0,0,1.0,2190000,8/15/2020
7037,dunkin kinvara 9,9,9,50,83.73,0.0,https://news.dunkindonuts.com/blog/How-to-get-saucony-dunkin-shoes,1,0.0,0,0.67,87,8/17/2020
7038,dollar coffee,26,26,140,78.98,4.66,https://www.dunkindonuts.com/en/menu/offers-promotions,0,0.0,0,0.24,552000000,8/16/2020
7039,576 lawrence st lowell ma,77,77,30,80.33,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,86,8/18/2020
7040,bean allergy list,90,90,70,75.57,0.0,https://www.dunkindonuts.com/content/dam/dd/pdf/allergy_ingredient_guide.pdf,0,0.0,0,0.11,100,8/20/2020
7041,american food shop near me,96,96,20,71.17,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,8970000000,8/20/2020
7042,how do i pay with cash on grubhub,27,27,40,81.69,1.9,https://www.dunkindonuts.com/en/dunkin-delivers,0,0.0,0,0.13,3410000,8/15/2020
7043,jobs with flexible hours for 17 year olds,78,78,50,83.41,0.0,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.14,557000000,8/19/2020
7044,how to take your card off doordash,85,85,40,80.66,0.0,https://www.dunkindonuts.com/en/dunkin-delivers,0,0.0,0,0.01,1960000,8/23/2020
7045,dunkin donuts asheville nc,3,3,170,89.8,0.0,https://www.dunkindonuts.com/en/menu,15,0.0,0,0.0,100,8/22/2020
7046,flavor pumps starbucks,96,96,40,85.53,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.52,765000,8/24/2020
7047,circle k troy il,73,73,70,82.28,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.09,85,8/24/2020
7048,multigrain thin dunkin donuts,2,2,110,83.29,0.0,https://news.dunkindonuts.com/blog/what-is-power-breakfast-sandwich,2,0.0,0,0.0,21,8/18/2020
7049,multigrain thin dunkin donuts,1,1,110,83.29,0.0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/veggie-egg-white-flatbread,88,0.0,0,0.0,21,8/18/2020
7050,wiscasset dunkin donuts,58,58,30,83.16,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.03,68,8/15/2020
7051,wiscasset dunkin donuts,64,64,30,83.16,0.0,https://www.dunkindonuts.com/en/covid-19/info,0,0.0,0,0.03,68,8/15/2020
7052,donuts dewey beach,78,78,50,82.6,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,14,8/16/2020
7053,cappuccino extra shot espresso,22,22,40,75.32,0.0,https://news.dunkindonuts.com/internal_redirect/cms.ipressroom.com.s3.amazonaws.com/285/files/20182/Guide%20to%20DD%20Beverages.pdf,0,0.0,0,0.57,5200000,8/15/2020
7054,members selection donas,22,22,30,66.57,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,8,8/20/2020
7055,apple and spice donut,76,0,20,80.04,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,0.23,5050000,8/30/2020
7056,dunkin donuts woodlands,37,37,30,76.79,0.0,https://www.dunkindonuts.com/en/careers/career-opportunities,0,0.0,0,0.05,723000,7/20/2020
7057,download our mobile app now,55,55,70,78.54,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.0,7490000000,8/16/2020
7058,hershey store promotional code,95,95,70,80.27,0.0,https://www.dunkindonuts.com/en/menu/offers-promotions,0,0.0,0,0.01,501000,8/15/2020
7059,how to order decaf iced coffee on starbucks app,33,33,70,86.06,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/frozen-iced-coffee,0,0.0,0,0.16,173000,8/14/2020
7060,where to get pa real id near me,63,63,40,80.04,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.02,2450000000,8/3/2020
7061,dragonfruit refresher,70,70,720,83.63,0.0,https://news.dunkindonuts.com/news/dunkin-refreshers,0,0.0,0,0.11,44,8/24/2020
7062,distance from florence to venice,81,81,320,80.66,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,13800000,8/16/2020
7063,caramel macchiato vs caramel latte,14,14,110,75.1,0.0,https://news.dunkindonuts.com/blog/latte-vs-cappuccino-vs-macchiato-whats-the-difference,0,0.0,0,0.0,8060000,8/24/2020
7064,dunkin large iced coffee oz,2,2,140,86.88,3.99,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-coffee,18,0.0,72,0.03,189000,8/29/2020
7065,dunkin donuts mulberry street scranton pa,84,84,50,81.35,0.0,https://news.dunkindonuts.com/news/dunkin-%C2%92-donuts-announces-robust-development-growth-in-2010,0,0.0,0,0.01,87,8/18/2020
7066,allentown to nyc van,70,70,40,72.43,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.07,98,8/16/2020
7067,1 milk calories,98,98,1300,87.8,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.03,164000000,8/16/2020
7068,is the shell station open,47,47,30,73.25,0.0,https://www.dunkindonuts.com/shell,0,0.0,0,0.0,156000000,8/21/2020
7069,raspberry k cups,97,97,30,80.12,0.61,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/iced-coffee,0,0.0,0,1.0,15300000,8/19/2020
7070,how do doordash orders work,99,99,70,85.28,5.67,https://www.dunkindonuts.com/en/dunkin-delivers,0,0.0,0,0.06,18000000,8/23/2020
7071,how to make iced chai latte,89,89,260,70.5,0.0,https://news.dunkindonuts.com/blog/dunkin-what-is-a-chai-latte,0,0.0,0,0.0,1590000,8/20/2020
7072,24 hour places hiring near me,83,83,90,88.12,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.17,1680000000,8/15/2020
7073,panera bread north michigan avenue chicago il,72,72,40,88.87,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,84,8/26/2020
7074,calories in bologna and cheese sandwich with mustard,81,81,90,78.78,0.0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps,0,0.0,0,0.01,606000,8/18/2020
7075,dunkin donuts catchphrase,8,8,50,89.66,0.0,https://news.dunkindonuts.com/news/dunkin-donuts-launches-new-advertising-campaign-america-runs-on-dunkin-sm,1,0.0,0,0.0,48500,8/16/2020
7076,what is a chocolate glazed donut,67,67,90,80.34,0.0,https://www.dunkindonuts.com/en/food-drinks/donuts/donuts,0,0.0,0,0.0,2220000,8/18/2020
7077,pond supplies harrisburg pa,85,85,40,46.07,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,97,7/29/2020
7078,busy burger menu chicago il,58,58,50,82.06,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,72,8/14/2020
7079,does dunkin donuts sell oatmeal,2,2,30,87.2,4.18,https://www.dunkindonuts.com/en/food-drinks/ddsmart/oatmeal,0,0.0,3,0.12,434000,8/20/2020
7080,does dunkin donuts sell oatmeal,3,3,30,87.2,4.18,https://news.dunkindonuts.com/blog/an-ode-to-oatmeal,0,0.0,2,0.12,434000,8/20/2020
7081,does dunkin donuts sell oatmeal,1,1,30,87.2,4.18,https://news.dunkindonuts.com/news/dunkin-donuts-introduces-oatmeal-to-ddsmartR-menu-of-better-for-you-food-and-beverages,24,0.0,100,0.12,434000,8/20/2020
7082,reward,68,83,40500,86.27,0.79,https://www.dunkindonuts.com/en/dd-perks,0,0.0,0,0.08,848000000,8/31/2020
7083,ms walk detroit 2020,74,74,20,81.45,4.05,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.05,81,8/18/2020
7084,fort stockton tx directions,90,90,50,84.47,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,1370000,8/16/2020
7085,six flags near here,52,52,40,87.29,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,321000000,8/16/2020
7086,homesite auburn ny,81,81,140,71.69,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,81,8/16/2020
7087,bush donuts,83,83,50,67.76,0.0,https://news.dunkindonuts.com/news/dunkin-donuts-tests-?page=64,0,0.0,0,0.0,25000000,8/23/2020
7088,distance from grand rapids mi to cincinnati oh,78,78,70,80.84,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,1880000,8/14/2020
7089,dunkin donuts glazed chocolate creme donut,1,1,40,84.09,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,32,0.0,0,0.0,506000,8/29/2020
7090,miss ontario south,79,79,70,64.59,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,77100000,8/24/2020
7091,wawa food allergy menu,93,93,110,74.66,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more/wake-up-wrap,0,0.0,0,0.01,91,8/29/2020
7092,give card,37,37,480,86.23,1.82,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0.0,0,0.95,4080000000,8/27/2020
7093,stow cafe menu,64,64,110,82.35,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,91,7/20/2020
7094,vip mobile phone number,89,89,30,65.76,0.0,https://www.dunkindonuts.com/en/dd-perks,0,0.0,0,0.14,454000000,8/15/2020
7095,university of alabama to birmingham airport,95,95,70,74.67,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.02,3570000,8/15/2020
7096,how much caffeine in starbucks chocolate covered espresso beans,82,82,90,72.74,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.1,1480000,8/16/2020
7097,average dunkin donuts franchise profit,36,36,40,74.48,0.0,https://news.dunkindonuts.com/_gallery/get_file/?file_id=553f99d65e8eef0aa156f0b6&file_ext=.pdf&ir=1,0,0.0,0,0.05,619000,8/3/2020
7098,ithaca coffee shops,88,87,320,74.91,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.01,13,8/30/2020
7099,dunkin donuts brighton ma,32,21,110,91.85,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,92,8/30/2020
7100,mocha frozen cold brew,14,14,50,72.22,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/frozen-iced-coffee,0,0.0,0,0.0,1650000,8/15/2020
7101,how to get through father's day,98,98,50,73.45,0.0,https://news.dunkindonuts.com/blog/classic-fathers-day-gifts-with-a-dunkin-twist,0,0.0,0,0.0,1990000000,8/15/2020
7102,types of cappuccino,25,25,210,67.34,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cappuccino,0,0.0,0,0.02,90,8/18/2020
7103,great falls md restaurants,90,90,90,73.48,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.02,14600000,8/16/2020
7104,blue bay restaurant spartanburg sc,77,77,30,83.67,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.02,93,8/15/2020
7105,frozen yogurt surprise,80,80,30,86.33,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,7020000,8/27/2020
7106,coffee shops sioux falls,89,89,720,73.23,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.01,72,8/17/2020
7107,taylor ham carbs,14,14,50,73.36,0.0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/ham-egg-cheese,0,0.0,0,0.0,1920000,8/5/2020
7108,winchester village shopping,80,80,30,85.71,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,14000000,8/10/2020
7109,on to the next one download,60,60,30,81.21,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.0,8680000000,8/17/2020
7110,mobil 1 portland tn,80,80,70,77.65,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.02,1690000,8/19/2020
7111,dunkin donuts sandbridge va,24,24,40,87.33,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,42,8/17/2020
7112,new jersey donut chat line,20,20,50,67.24,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.17,28,8/14/2020
7113,dunkin donuts franchise for sale,36,36,590,66.94,1.68,https://www.dunkindonuts.com/en/about/about-us,0,0.0,0,0.65,352000,8/26/2020
7114,distance from flagstaff to albuquerque,96,96,260,74.8,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,2530000,8/19/2020
7115,dunkin donuts cream cheese nutrition,3,3,50,82.13,0.0,https://www.dunkindonuts.com/en/menu/nutrition,4,0.0,0,0.0,0,8/15/2020
7116,dunkin donuts cream cheese nutrition,2,2,50,82.13,0.0,https://www.dunkindonuts.com/en/food-drinks/bakery-snacks/bagels,6,0.0,0,0.0,0,8/15/2020
7117,toasted bread calories,52,52,320,82.17,0.0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/big-toasted,0,0.0,0,0.03,9330000,8/16/2020
7118,national consumer helpline login,91,91,70,74.06,0.0,https://www.dunkindonuts.com/en/about/contact-us,0,0.0,0,0.0,8450000,8/23/2020
7119,gos scan,91,91,40,71.49,0.0,https://www.dunkindonuts.com/en/dd-cards/mobile-app,0,0.0,0,0.0,2980000,8/18/2020
7120,breakfast places in arlington tx,94,94,140,77.14,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.02,42,8/27/2020
7121,cafe drink ideas,75,75,90,79.35,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/frozen-iced-coffee,0,0.0,0,0.0,153000000,8/15/2020
7122,bagel sour cream,67,67,40,78.27,0.0,https://www.dunkindonuts.com/en/food-drinks/bakery-snacks/bagels,0,0.0,0,0.06,4440000,8/15/2020
7123,walmart bulk gift card purchase,58,58,20,83.48,4.13,https://www.dunkindonuts.com/en/dd-cards/gift-cards,0,0.0,0,0.7,8570000,8/17/2020
7124,heath fun size nutrition facts,50,50,90,83.84,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/coolatta,0,0.0,0,0.21,77,8/17/2020
7125,grand lafayette melbourne menu,79,79,50,72.27,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,4810000,8/15/2020
7126,aurora restaurant bronx,45,45,20,85.16,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,94,8/1/2020
7127,crisp charlotte nc menu,49,49,70,80.76,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,854000,8/15/2020
7128,distance to nampa idaho,64,64,110,77.2,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,90,8/16/2020
7129,new japan menu,70,70,320,83.27,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.01,3100000000,8/29/2020
7130,how much is a box of 24 munchkins,4,0,40,81.23,0.0,https://www.dunkindonuts.com/en/menu/donuts/munchkins,2,0.0,0,0.1,25500000,8/30/2020
7131,spice store okc,97,97,40,75.6,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.04,896000,8/19/2020
7132,shop local saturday near me,82,82,70,71.36,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,1550000000,8/14/2020
7133,dunkin donuts original blend coffee keurig k cup pods,7,7,210,91.92,1.9,https://www.dunkindonuts.com/en/food-drinks/brew-at-home/k-cups,8,0.0,15,1.0,95,8/18/2020
7134,24 miles from here,75,75,90,78.64,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,5050000000,8/16/2020
7135,sweet bologna nutrition facts,75,75,30,75.01,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more,0,0.0,0,0.0,962000,8/18/2020
7136,dd time,20,20,70,83.65,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,756000000,8/22/2020
7137,sodium in dark chocolate,93,93,30,83.55,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,0.78,30000000,8/19/2020
7138,sodium in dark chocolate,94,94,30,83.55,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.78,30000000,8/19/2020
7139,dunkin donuts on northern blvd,21,21,30,85.9,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,87,7/29/2020
7140,bp propane gas near me,61,61,90,64.71,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.43,92800000,8/16/2020
7141,pop donuts birmingham al,28,28,30,87.4,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,19,8/23/2020
7142,summer jobs clinton ms,99,99,40,77.69,0.0,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.14,7820000,8/17/2020
7143,starbucks drinks nutrition chart,74,74,30,87.6,0.0,https://www.dunkindonuts.com/en/food-drinks/frozen-drinks/frozen-iced-coffee,0,0.0,0,0.0,3780000,8/15/2020
7144,hershey bar nutrition facts ingredients,93,93,30,81.69,0.0,https://www.dunkindonuts.com/en/menu/donuts/donuts,0,0.0,0,0.2,810000,8/24/2020
7145,tampa cancer treatment,35,35,70,80.55,4.71,https://news.dunkindonuts.com/blog/tampa-combo-franchisee-spotlight-tim-cloe,0,0.0,0,0.35,22600000,8/19/2020
7146,dd hot chocolate flavors,2,2,50,83.62,0.0,https://news.dunkindonuts.com/blog/dunkin-reveals-hot-chocolate-menu-hacks-just-in-time-for-national-hot-chocolate-day,1,0.0,0,0.15,4590000,8/20/2020
7147,dd hot chocolate flavors,3,3,50,83.62,0.0,https://news.dunkindonuts.com/news/dunkin-donuts-launches-new-oreoR-flavored-hot-chocolate-to-sweeten-the-season,0,0.0,0,0.15,4590000,8/20/2020
7148,dd hot chocolate flavors,1,1,50,83.62,0.0,https://www.dunkindonuts.com/en/food-drinks/hot-drinks/hot-chocolate,40,0.0,0,0.15,4590000,8/20/2020
7149,medium register,32,32,70,87.89,0.0,https://www.dunkindonuts.com/en/dd-perks,0,0.0,0,0.17,1340000000,8/19/2020
7150,milkshake glass images,42,42,90,87.59,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,80,8/21/2020
7151,recyclable coffee lids,78,78,40,73.9,0.0,https://news.dunkindonuts.com/blog/double-walled-paper-cup-dunkin,0,0.0,0,1.0,26700000,8/15/2020
7152,the lakes of columbia tn,83,83,40,83.88,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,63900000,8/17/2020
7153,restaurants open now near me 24 hours,53,53,40,88.32,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,1900000000,8/17/2020
7154,sun king fishers tap room,87,87,30,72.8,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,86,8/22/2020
7155,does burger king have french toast sticks,96,96,140,80.77,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,3200000,8/19/2020
7156,dunkin donuts paper application,3,3,50,77.94,0.0,https://www.dunkindonuts.com/en/careers,4,0.0,0,0.06,76,8/16/2020
7157,bangor maine to new york,88,88,20,85.51,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.02,99,8/14/2020
7158,can you still buy snackin cake,97,97,30,69.76,0.0,https://news.dunkindonuts.com/blog/dunkins-new-snackin-bacon,0,0.0,0,0.0,2200000,8/16/2020
7159,what iced coffee to order at starbucks,95,95,70,88.86,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.02,0,8/22/2020
7160,panera kenosha menu,31,31,70,90.2,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.17,40,8/16/2020
7161,carbs in starbucks mocha,67,67,30,86.63,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.01,0,8/15/2020
7162,google where is the closest gas station,67,67,210,84.53,1.14,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.13,2350000000,8/19/2020
7163,of donut sweatshirt,75,75,90,83.72,0.0,https://news.dunkindonuts.com/blog/snoop-dogg-merch-store,0,0.0,0,1.0,28,8/17/2020
7164,breakfast places open at 5am,64,64,110,73.29,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.01,17500000,8/21/2020
7165,triple iced espresso,16,16,30,86.81,0.0,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/espresso,0,0.0,0,0.0,4170000,8/21/2020
7166,find a starbucks near me,16,17,4400,87.38,2.0,https://www.dunkindonuts.com/en/locations,4,0.0,8,0.04,90,8/31/2020
7167,baskin robbins job age,20,20,320,83.62,0.0,https://www.dunkindonuts.com/en/careers,0,0.0,0,0.01,727000,8/17/2020
7168,dds discount los angeles,53,53,90,87.9,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.01,75,8/29/2020
7169,muffin sandwich,72,72,140,84.15,0.0,https://www.dunkindonuts.com/en/food-drinks/sandwiches-wraps/egg-cheese,0,0.0,0,0.05,69100000,8/18/2020
7170,pelham california,96,96,40,85.23,0.0,https://www.dunkindonuts.com/,0,0.0,0,0.0,9570000,8/25/2020
7171,homes for sale gilbert mn,99,99,140,83.88,0.08,https://www.dunkindonuts.com/,0,0.0,0,0.22,11500000,8/16/2020
7172,cold brew drinks at starbucks,95,95,110,91.67,1.79,https://www.dunkindonuts.com/en/menu/espresso-and-coffee/cold-brew,0,0.0,0,0.13,2200000,8/17/2020
7173,cafe for date near me,69,69,90,70.34,0.0,https://www.dunkindonuts.com/en/locations,0,0.0,0,0.0,2660000000,8/4/2020
7174,a egg calories,47,47,50,86.42,0.0,https://www.dunkindonuts.com/en/menu/sandwiches-and-more/egg-cheese,0,0.0,0,0.0,155000000,8/26/2020
7175,everything bagels phoenix,77,77,90,86.52,0.0,https://www.dunkindonuts.com/en/menu,0,0.0,0,0.0,93,8/21/2020
